study_hours,sleep_hours,screen_time_hours,workout_done,mood_score,deep_work_sessions,streak_days,goal_difficulty,task_completion_rate,stress_level,breaks_taken,weekend_recovery_score,consistency_label,burnout_label,growth_score
3.0,6.4,8.8,1,5,0,23,2,0.31,2,1,6,0,0,47
2.8,7.2,4.6,1,3,4,4,3,0.26,6,5,8,0,1,48
1.5,5.6,8.1,1,6,3,20,5,0.31,9,3,8,0,2,50
3.4,7.4,4.3,0,10,3,17,3,0.2,7,3,4,0,1,66
0.3,5.6,9.1,0,9,2,23,4,0.71,5,5,9,0,0,44
3.4,8.4,9.2,0,7,1,16,5,0.82,10,2,4,0,1,55
1.7,7.4,7.6,1,8,3,19,5,0.88,4,4,1,1,0,62
5.6,5.8,7.4,1,2,5,22,3,0.5,1,1,7,0,0,100
0.9,5.9,3.1,0,8,5,17,1,0.67,3,2,10,0,0,69
2.8,7.6,2.6,1,7,1,2,5,0.32,7,3,9,0,1,32
5.8,6.0,4.7,0,6,0,19,3,0.59,3,2,3,0,0,77
4.1,7.1,3.6,1,3,4,23,5,0.83,6,0,9,1,1,100
5.0,6.0,4.0,0,2,4,15,4,0.23,1,3,3,0,0,83
5.5,8.5,7.8,0,10,1,14,3,0.33,3,4,10,0,0,61
3.9,6.5,5.5,1,1,3,3,5,0.87,6,0,1,1,1,60
3.2,6.2,7.6,0,1,0,27,1,0.47,2,5,1,0,0,60
5.3,6.5,2.4,1,2,3,18,4,0.83,3,4,6,1,0,99
0.3,7.1,3.3,0,6,2,11,4,0.84,6,3,4,1,1,41
5.7,5.1,1.7,0,4,3,4,1,0.42,9,2,8,0,2,74
3.2,8.3,4.4,1,9,0,2,3,0.56,4,5,9,0,0,31
0.1,6.1,6.5,1,3,0,22,5,0.27,8,1,10,0,1,26
0.4,7.2,1.7,0,4,0,13,4,0.26,2,0,8,0,0,24
4.3,8.7,7.3,1,6,2,4,2,0.55,8,4,3,0,1,48
2.3,8.0,5.6,0,3,2,0,1,0.17,7,5,8,0,1,22
1.0,8.6,2.3,0,10,4,1,3,0.57,10,2,4,0,1,40
3.7,8.2,6.1,0,7,3,22,5,0.56,9,1,7,0,1,79
5.7,6.8,9.1,1,4,0,22,4,0.92,4,3,2,1,0,78
1.1,4.9,6.3,1,5,0,4,2,0.17,2,5,9,0,0,5
5.1,6.8,4.6,1,7,1,0,2,0.84,7,1,9,0,1,54
4.8,7.7,3.8,0,2,3,17,3,0.21,4,2,3,0,0,78
3.7,4.7,5.4,0,9,2,22,5,0.74,10,2,8,0,2,78
0.8,7.9,5.5,0,3,5,13,4,0.34,5,2,5,0,0,51
3.3,8.4,5.7,0,6,3,14,1,0.72,7,5,8,0,1,68
3.9,5.9,4.1,1,1,0,23,3,0.97,10,5,7,0,2,76
2.6,4.3,8.1,1,1,5,15,1,0.2,8,2,7,0,2,61
1.0,7.4,6.5,1,3,0,19,2,0.98,1,5,10,1,0,43
1.5,8.4,3.8,1,2,4,26,4,0.42,1,0,2,0,0,75
3.5,7.8,1.7,0,10,3,19,5,0.66,5,4,9,1,0,84
2.9,6.4,2.3,1,1,1,27,1,0.37,10,5,3,0,1,72
0.3,7.7,9.8,1,2,3,30,1,0.24,10,0,5,0,1,50
4.4,5.7,3.6,0,2,0,9,5,0.91,10,2,10,0,2,59
4.9,4.6,2.0,0,8,0,19,4,0.67,8,1,1,0,2,77
4.9,6.7,8.9,0,8,4,29,4,0.91,1,3,6,1,0,100
5.9,5.1,6.1,0,5,4,17,3,0.77,3,1,10,0,0,99
2.4,8.8,7.9,0,1,1,5,5,0.51,4,0,6,0,0,27
4.3,6.6,1.7,1,4,4,29,4,0.29,10,3,1,0,1,100
5.6,5.2,2.7,0,9,3,17,2,0.75,9,3,8,0,2,97
2.9,4.5,2.9,0,8,5,16,4,0.66,4,0,4,0,0,84
2.3,5.3,2.3,0,3,0,15,4,0.1,10,5,4,0,2,38
2.5,7.0,1.7,0,1,3,13,2,0.76,6,5,2,1,1,69
4.5,5.4,5.7,0,6,1,8,2,0.72,4,0,2,0,0,57
4.0,4.9,1.5,1,5,5,16,2,0.3,8,3,8,0,2,89
0.2,8.7,7.7,1,5,2,24,5,0.25,2,2,4,0,0,39
4.5,7.3,3.1,0,6,5,20,1,0.12,3,4,1,0,0,92
3.4,8.8,4.1,1,10,1,7,3,0.4,8,3,8,0,1,43
5.1,4.8,4.0,0,7,4,10,1,0.32,7,2,4,0,1,78
2.8,4.9,8.7,0,7,0,30,5,0.3,6,0,1,0,1,56
5.1,6.7,8.6,0,7,5,21,5,0.71,3,4,4,1,0,99
2.5,6.5,1.4,0,8,1,17,5,0.41,10,5,5,0,1,56
2.9,8.9,8.5,1,3,4,2,3,0.47,3,4,5,0,0,42
1.8,5.1,2.9,1,1,3,14,2,0.19,9,1,2,0,2,51
5.7,6.3,2.7,0,3,4,0,1,0.11,1,4,9,0,0,66
3.8,7.9,4.5,1,7,4,24,4,0.26,7,3,8,0,1,86
4.3,5.0,3.5,1,6,0,18,1,0.49,1,4,8,0,0,64
4.5,7.1,3.0,0,8,4,0,5,0.56,7,0,6,0,1,65
4.6,8.5,8.9,1,5,0,24,3,0.45,2,3,4,0,0,64
0.6,5.8,7.9,1,2,5,6,3,1.0,2,0,7,0,0,48
4.0,4.9,3.2,1,3,0,9,4,0.93,8,1,4,0,2,57
4.7,4.3,7.2,1,6,2,5,5,0.97,3,3,5,0,0,62
0.8,7.5,5.7,0,9,3,4,3,0.23,1,5,6,0,0,23
3.8,7.8,1.0,1,1,0,22,2,0.84,1,4,2,1,0,78
0.5,4.5,5.0,0,7,2,30,3,0.76,6,1,2,0,1,66
0.1,8.5,2.5,1,1,5,25,2,0.17,8,1,10,0,1,66
4.6,4.0,8.5,0,8,5,19,3,0.4,5,4,7,0,0,86
5.5,8.9,7.4,1,3,5,30,1,0.76,3,2,7,1,0,100
5.6,8.9,1.4,1,6,0,8,3,0.93,5,4,5,1,0,72
5.1,8.2,1.4,0,10,1,18,2,0.28,10,1,6,0,1,76
4.7,5.4,5.4,0,4,2,8,2,0.7,7,2,1,0,1,64
2.4,7.0,3.5,0,2,0,23,2,0.65,9,3,5,0,1,59
4.8,7.0,8.7,0,4,2,20,5,0.35,7,3,10,0,1,70
0.5,5.9,1.9,1,1,3,7,3,0.84,5,1,3,0,0,45
0.1,6.7,1.6,0,8,0,7,2,0.19,2,2,5,0,0,11
5.8,7.8,8.2,0,9,4,29,4,0.12,7,4,6,0,1,99
3.6,4.5,7.9,1,1,0,5,3,0.38,2,4,9,0,0,28
3.1,4.3,8.7,0,6,4,17,1,0.69,1,3,3,0,0,70
0.1,4.8,7.3,0,8,4,4,4,0.18,9,3,10,0,2,19
5.5,6.8,7.2,0,10,0,6,2,0.4,4,0,8,0,0,46
4.6,5.1,6.7,0,10,2,23,5,0.7,1,3,6,0,0,83
4.3,4.2,9.4,1,2,1,27,1,0.96,7,2,5,0,1,81
5.5,7.6,8.1,1,10,5,16,2,0.95,2,2,7,1,0,100
4.5,6.3,4.8,0,2,2,26,3,0.81,8,2,7,0,1,93
4.3,6.7,7.6,1,9,0,11,3,0.92,10,0,7,0,1,54
1.1,6.4,2.1,1,8,1,7,5,0.34,1,4,9,0,0,27
5.2,7.1,2.5,1,2,3,30,4,0.4,9,5,5,0,1,100
1.9,8.9,1.2,0,4,0,7,5,0.89,4,0,5,1,0,41
5.8,5.3,5.3,0,10,0,2,2,0.23,9,2,9,0,2,43
5.9,4.4,7.1,0,10,5,11,3,0.39,1,2,1,0,0,87
0.6,8.2,5.5,1,8,2,1,5,0.27,7,1,5,0,1,12
4.3,5.1,3.9,1,2,0,28,3,0.88,10,4,7,0,2,86
2.0,5.6,1.6,0,7,0,27,3,0.81,4,0,3,0,0,69
3.6,7.6,4.6,1,6,2,16,4,0.75,2,2,9,1,0,70
5.9,6.1,1.7,1,10,3,16,3,0.45,1,5,4,0,0,94
1.1,4.7,2.3,1,7,1,10,2,0.74,5,3,8,0,0,40
1.3,6.4,6.3,0,6,4,9,4,0.83,6,3,1,1,1,51
3.9,4.8,1.8,0,3,5,11,2,0.69,10,1,10,0,2,87
2.1,7.3,3.2,0,9,4,17,1,0.66,2,3,8,1,0,73
4.9,8.5,7.9,0,3,1,5,1,0.97,1,5,6,1,0,56
1.4,7.9,9.9,0,4,5,27,4,0.25,4,5,3,0,0,66
3.0,5.5,3.1,1,5,5,25,2,0.77,1,2,2,0,0,100
2.5,5.1,4.1,0,4,1,0,5,0.5,6,0,5,0,1,27
5.1,5.9,3.4,0,9,1,17,5,0.18,3,4,10,0,0,69
3.9,5.2,3.9,1,5,4,25,5,0.31,1,4,10,0,0,91
0.9,7.2,1.1,1,7,4,30,2,0.75,5,0,10,1,0,89
3.0,8.2,5.7,0,7,1,24,1,0.74,5,0,6,1,0,69
4.0,4.6,8.5,0,1,0,28,3,0.6,2,3,7,0,0,69
0.5,4.3,3.6,0,5,2,24,3,0.49,5,5,8,0,0,54
0.5,4.6,4.3,0,4,1,11,2,0.59,3,1,3,0,0,29
1.4,8.5,4.0,0,4,3,22,5,0.68,1,1,8,1,0,67
2.7,5.2,7.4,0,9,2,18,2,0.1,6,4,7,0,1,47
1.0,4.8,5.1,1,1,4,21,1,0.57,1,2,4,0,0,64
4.9,6.1,3.9,0,10,1,5,2,0.39,1,1,9,0,0,52
1.7,7.7,4.7,0,5,4,22,2,0.21,2,4,6,0,0,65
3.3,6.6,2.6,1,3,0,11,3,0.38,4,1,7,0,0,45
1.8,8.5,8.1,1,5,2,22,1,0.54,9,1,4,0,1,54
2.0,8.7,9.3,1,2,0,25,3,0.65,10,2,4,0,1,47
4.8,6.6,6.6,1,10,2,3,1,0.5,3,0,10,0,0,51
1.0,4.7,2.3,1,5,0,17,1,0.67,7,5,3,0,1,42
5.7,4.4,4.6,1,4,2,17,5,0.84,10,3,10,0,2,90
0.5,7.0,5.3,1,6,0,18,2,0.41,4,4,3,0,0,28
0.5,4.9,2.6,0,2,2,14,1,0.92,10,4,9,0,2,50
5.7,6.0,1.3,1,3,2,29,4,0.63,10,1,4,0,1,100
4.5,8.3,8.7,0,4,4,8,1,0.61,10,4,3,0,1,66
4.6,7.0,8.5,1,8,4,13,2,0.43,10,2,7,0,1,71
3.8,8.9,6.7,1,3,0,3,5,0.67,3,2,10,1,0,34
4.0,7.7,7.1,1,2,5,0,4,0.28,3,0,10,0,0,53
2.8,8.9,3.7,0,8,0,5,1,0.55,1,3,3,0,0,33
4.8,8.9,7.5,0,3,2,19,3,0.42,2,0,9,0,0,72
2.6,5.3,2.8,1,6,2,13,3,0.28,9,5,7,0,2,52
4.8,7.0,6.1,1,4,1,18,2,0.94,4,3,5,1,0,78
5.4,5.8,3.1,1,6,2,24,3,0.29,7,3,6,0,1,90
1.1,5.5,2.0,1,9,1,8,1,0.32,9,0,10,0,2,29
5.8,6.3,2.1,0,8,4,12,5,0.37,5,0,2,0,0,91
3.9,8.6,5.4,0,3,4,0,5,0.63,10,5,7,0,1,57
4.1,7.7,2.1,1,8,0,19,2,0.82,3,5,8,1,0,73
2.0,7.0,1.9,0,3,0,22,1,0.76,9,3,6,0,1,60
3.1,6.7,6.0,0,2,5,24,2,0.66,10,4,6,0,1,92
2.7,5.3,7.6,0,4,0,27,2,0.7,10,0,3,0,2,60
3.9,6.6,8.3,0,3,2,30,1,0.65,4,0,6,1,0,84
2.4,8.7,4.3,0,10,3,20,2,0.24,2,0,9,0,0,63
1.1,4.2,8.5,0,7,2,14,1,0.23,6,0,6,0,1,29
5.4,4.2,8.4,0,10,2,10,4,0.16,2,1,9,0,0,56
1.5,4.6,3.3,1,10,4,0,2,0.72,4,3,1,0,0,43
5.5,7.3,8.0,0,8,5,11,5,0.44,2,5,1,0,0,83
0.3,5.2,9.9,1,5,4,2,1,0.53,6,2,2,0,1,20
2.3,7.3,8.6,1,4,5,22,3,0.99,1,5,8,1,0,84
0.4,5.7,9.6,1,6,0,17,5,0.14,8,4,3,0,2,12
5.2,6.1,9.0,1,9,3,18,1,0.76,10,3,9,0,1,83
1.0,6.9,7.0,1,9,2,2,4,0.13,2,2,7,0,0,11
2.9,7.0,7.9,0,5,2,2,3,0.91,7,4,6,0,1,40
4.1,7.4,4.0,0,4,2,2,5,0.98,7,2,1,0,1,59
3.5,8.4,1.6,0,6,3,30,2,0.55,6,4,5,0,1,98
1.7,5.9,2.1,1,2,5,22,2,0.11,4,4,4,0,0,74
2.0,5.5,1.3,1,7,5,11,1,0.36,4,0,3,0,0,67
5.8,5.5,3.2,0,8,0,15,4,0.28,7,0,10,0,1,68
2.9,8.2,1.2,0,1,2,12,5,0.53,4,0,5,0,0,61
5.4,8.0,6.8,1,5,0,1,4,0.18,1,2,10,0,0,34
1.3,6.0,9.2,0,6,2,6,3,0.69,4,1,5,0,0,26
4.2,4.9,2.9,0,2,5,29,4,0.43,10,0,7,0,2,100
1.0,7.1,8.2,1,8,3,29,2,0.29,8,3,7,0,1,58
3.8,6.7,6.7,0,5,2,28,3,0.59,5,2,2,0,0,82
3.1,4.0,3.0,0,2,4,28,5,0.47,8,1,7,0,2,94
1.8,6.7,5.9,1,3,3,1,3,0.3,4,1,10,0,0,28
4.5,5.8,2.7,0,6,0,18,4,0.86,9,4,8,0,2,74
0.8,4.5,3.4,0,4,1,13,3,0.49,1,1,6,0,0,34
0.2,5.1,3.5,1,7,2,12,4,0.7,3,1,4,0,0,38
0.7,6.5,8.4,0,4,2,17,3,0.13,9,3,3,0,1,28
0.5,8.4,6.5,0,3,5,19,2,0.62,9,2,4,0,1,61
5.0,5.7,3.6,0,4,5,15,1,0.19,3,5,9,0,0,89
5.5,5.4,5.2,0,3,4,23,1,0.18,6,0,4,0,1,95
5.7,5.9,7.9,1,8,3,22,4,0.71,6,0,1,0,1,95
3.6,6.0,8.7,0,1,2,30,1,0.26,10,3,8,0,1,73
2.7,5.7,9.6,0,10,3,3,1,0.87,9,1,4,0,2,42
3.3,7.8,9.4,1,7,2,3,5,0.75,9,1,3,0,1,39
2.4,7.8,3.5,1,7,5,1,1,0.66,1,4,4,1,0,56
3.0,6.4,9.7,1,7,4,16,2,0.86,6,4,5,1,1,69
5.3,5.8,9.8,0,4,1,13,5,0.59,8,2,1,0,2,60
4.5,6.1,4.8,1,4,0,26,2,0.29,2,4,4,0,0,71
3.6,7.4,8.0,1,3,1,28,5,0.19,10,4,7,0,1,64
5.6,5.7,8.9,1,2,2,30,2,0.44,5,5,10,0,0,92
4.4,8.3,8.6,0,2,3,11,2,0.91,6,1,8,1,1,70
2.7,4.8,4.1,1,10,2,30,1,0.6,9,2,7,0,2,82
3.0,4.9,6.1,1,7,4,26,4,0.46,6,3,8,0,1,84
4.4,8.2,8.9,1,7,4,22,4,0.72,8,2,6,0,1,88
5.2,7.0,4.9,0,3,3,16,5,0.4,8,5,9,0,1,81
5.6,6.4,3.2,0,6,0,24,4,0.89,4,2,1,1,0,92
3.9,4.6,4.1,0,8,1,18,2,0.81,8,0,6,0,2,72
1.7,5.1,1.3,1,1,4,26,2,0.71,8,3,7,0,2,88
2.7,4.2,8.6,0,5,5,19,2,0.58,8,3,3,0,2,74
4.4,4.2,9.5,1,5,3,25,4,0.24,5,1,10,0,0,76
3.3,5.2,6.6,1,8,4,11,3,0.58,4,5,3,0,0,65
0.8,6.2,4.5,0,1,1,17,5,0.85,3,0,8,1,0,45
0.7,6.7,1.5,1,7,0,17,2,0.39,10,3,5,0,1,35
4.6,8.7,3.8,1,1,5,29,2,0.24,7,4,4,0,1,100
6.0,8.8,3.2,1,5,1,6,4,0.83,3,4,1,1,0,73
2.2,7.6,2.3,1,5,0,6,1,0.93,10,5,7,0,1,40
5.4,7.2,8.6,0,10,4,1,4,0.45,6,3,9,0,1,60
3.5,5.5,3.1,1,4,5,11,5,0.17,1,4,7,0,0,71
3.9,5.7,3.5,1,9,3,6,5,0.36,7,2,2,0,1,58
3.7,8.1,2.6,0,1,3,1,2,0.26,8,2,3,0,1,49
1.6,9.0,9.1,1,9,2,0,1,0.37,5,2,1,0,0,14
0.9,6.4,7.1,0,8,2,10,5,0.33,7,3,3,0,1,26
5.5,5.5,4.2,1,2,2,9,4,0.35,3,2,4,0,0,68
3.0,7.1,4.5,0,4,0,10,3,0.12,1,1,3,0,0,32
1.2,7.3,6.6,1,2,1,18,3,0.87,3,5,9,1,0,46
3.5,5.0,1.2,1,4,0,25,1,0.57,1,0,5,0,0,74
0.9,6.7,4.1,0,6,5,1,3,0.48,3,3,2,0,0,40
1.5,6.3,2.7,0,3,2,11,4,0.63,4,2,1,1,0,47
3.3,5.3,8.9,0,6,4,16,4,0.78,10,5,2,0,2,72
5.8,4.3,2.7,0,4,5,8,2,0.21,8,5,7,0,2,87
6.0,4.5,2.0,1,3,3,3,2,0.6,10,0,3,0,2,78
5.8,6.3,9.2,0,1,1,28,3,0.2,10,0,1,0,1,80
5.8,7.2,7.2,1,1,2,30,4,0.33,7,5,1,0,1,95
4.8,4.2,3.4,0,4,3,6,1,0.5,7,4,3,0,1,68
4.5,7.6,7.0,1,5,1,22,4,0.79,5,4,5,1,0,76
3.0,5.8,5.9,1,4,5,28,2,0.89,4,5,7,0,0,100
5.4,8.1,7.4,0,3,5,28,5,0.99,7,5,10,0,1,100
1.6,4.3,5.4,0,1,0,14,5,0.67,9,0,3,0,2,36
5.9,4.8,8.3,1,9,4,27,5,0.1,6,3,7,0,1,97
2.9,8.5,7.1,0,2,1,4,3,0.98,4,3,10,1,0,40
2.6,6.9,4.6,1,6,3,14,1,0.46,4,3,4,0,0,59
4.1,5.8,3.6,0,9,2,11,1,0.47,9,0,8,0,2,63
2.8,6.9,3.4,0,6,2,9,3,0.2,5,3,2,0,0,45
3.7,5.2,6.2,1,3,3,11,5,0.39,9,2,10,0,2,59
4.0,6.6,5.5,1,4,4,7,2,0.89,8,2,8,0,1,73
6.0,5.6,6.2,0,7,4,5,4,0.48,9,0,6,0,2,76
5.7,4.8,9.4,0,9,5,6,5,0.57,6,0,6,0,1,77
5.0,6.7,7.9,1,1,0,2,4,0.85,2,1,5,1,0,44
1.3,7.4,6.6,1,10,5,21,3,0.33,4,1,3,0,0,65
3.5,5.0,3.3,0,8,0,18,3,0.32,9,3,7,0,2,54
5.7,9.0,6.4,0,9,3,28,5,0.4,8,0,8,0,1,100
5.8,6.2,3.2,0,1,5,10,1,0.51,9,2,2,0,1,95
4.8,4.7,9.6,0,10,2,16,4,0.42,4,3,5,0,0,63
1.8,8.6,6.2,1,6,5,28,3,0.82,8,5,3,0,1,90
0.7,7.5,9.1,0,9,0,26,3,0.97,10,4,9,0,1,45
5.7,7.8,6.2,1,9,2,14,5,0.27,6,4,3,0,1,71
2.9,7.9,5.0,1,10,5,22,3,0.22,8,4,7,0,1,80
3.7,7.2,7.3,0,10,0,21,2,0.76,4,2,2,1,0,61
0.6,8.6,2.1,1,1,3,15,3,0.5,5,5,4,0,0,51
4.1,5.2,3.9,1,1,3,22,5,0.97,8,5,6,0,2,95
2.9,6.4,9.8,1,2,3,14,5,0.59,2,3,1,0,0,54
0.5,5.8,8.5,1,5,4,8,5,0.26,3,2,7,0,0,28
4.1,7.2,1.9,0,10,3,8,1,0.68,5,4,6,1,0,72
3.5,6.6,3.7,0,6,5,0,2,0.53,1,1,1,0,0,61
1.7,5.3,9.7,0,2,4,1,4,0.9,4,5,7,0,0,37
2.8,6.7,4.6,0,4,2,3,5,0.94,2,1,7,1,0,48
5.7,6.2,3.6,1,7,2,16,1,0.56,3,5,7,0,0,85
0.3,6.3,6.1,1,2,0,2,1,0.47,9,1,2,0,1,2
5.8,6.5,6.8,1,1,5,7,2,0.93,9,1,9,0,1,91
2.9,7.7,4.0,0,2,3,0,4,0.72,6,3,2,1,1,47
3.2,9.0,4.0,1,8,5,4,4,0.51,3,5,4,0,0,63
1.9,6.6,6.0,0,9,1,24,1,0.66,4,1,3,1,0,58
1.5,4.5,6.5,1,1,0,8,4,0.23,1,5,6,0,0,15
4.1,8.9,4.9,1,6,0,15,3,0.88,10,3,10,0,1,63
4.3,4.7,2.2,0,8,4,0,3,0.67,1,5,2,0,0,67
2.2,7.9,2.0,1,5,0,15,2,0.19,9,4,9,0,1,39
2.7,4.8,8.0,0,1,4,19,1,0.59,3,0,10,0,0,69
2.0,6.9,7.5,1,10,2,16,1,0.86,8,5,7,0,1,54
5.3,7.6,2.2,1,9,2,23,5,0.17,10,3,4,0,1,87
5.5,4.0,2.0,1,8,5,27,4,0.39,5,4,10,0,0,100
2.5,6.9,8.5,1,1,3,13,5,0.49,9,3,5,0,1,50
5.8,5.6,2.3,0,4,3,26,5,0.73,6,1,10,0,1,100
1.6,5.6,6.3,0,6,5,0,2,0.5,5,4,1,0,0,40
5.2,5.4,5.1,1,4,5,29,1,0.62,2,2,8,0,0,100
4.8,8.1,2.8,0,2,3,3,5,0.98,3,0,3,1,0,74
3.4,7.2,1.2,1,1,0,15,4,0.54,9,0,1,0,1,58
4.5,7.7,8.5,1,8,2,25,4,0.16,6,2,3,0,1,71
1.7,6.6,4.9,0,1,5,25,2,0.54,6,4,5,0,1,82
5.3,5.4,3.7,0,8,4,24,5,0.98,8,2,3,0,2,100
4.3,5.8,8.8,1,6,0,15,2,0.27,1,1,8,0,0,44
5.4,8.5,4.2,1,1,5,24,2,0.87,6,3,10,1,1,100
0.2,6.4,2.2,0,5,4,9,2,0.7,9,0,6,0,1,48
5.9,4.0,1.6,1,7,5,18,3,0.47,8,1,2,0,2,100
1.2,6.2,7.8,0,5,2,1,5,0.7,2,5,3,1,0,21
2.6,5.7,8.9,1,2,5,19,1,0.93,1,2,2,0,0,80
5.6,5.6,4.7,1,10,3,17,1,0.73,9,0,8,0,2,93
2.0,5.4,3.0,0,7,2,17,1,0.99,3,4,8,0,0,67
0.2,6.3,2.8,1,6,4,24,3,0.39,6,4,3,0,1,63
0.2,6.4,9.3,1,2,1,0,3,0.5,4,5,10,0,0,0
4.2,6.3,5.4,0,2,1,0,4,0.37,9,0,3,0,1,36
2.6,6.4,3.8,1,8,5,23,1,0.33,1,0,6,0,0,84
1.9,5.3,4.5,0,6,5,29,2,0.52,6,3,3,0,1,90
0.1,4.4,7.9,0,2,5,20,3,0.38,7,4,2,0,1,52
1.5,6.2,3.6,0,9,1,21,3,0.48,7,5,1,0,1,51
1.1,5.7,5.9,1,8,3,7,5,0.16,4,0,1,0,0,28
0.7,8.0,5.4,1,10,4,27,2,0.38,10,2,9,0,1,66
4.1,5.8,3.8,1,1,2,9,1,0.59,6,2,3,0,1,62
3.2,5.6,6.9,1,2,2,28,1,0.93,1,3,7,0,0,84
2.1,6.7,8.0,1,5,1,3,4,0.22,5,2,5,0,0,15
3.6,7.0,6.0,0,3,4,16,1,0.93,10,4,9,0,1,83
0.1,5.4,9.7,0,2,1,29,5,0.82,9,3,5,0,2,47
1.0,7.4,2.1,0,9,4,13,3,0.63,4,2,9,1,0,59
0.3,5.9,4.6,0,3,5,14,2,0.84,2,4,10,0,0,61
2.7,8.8,5.8,1,9,2,3,3,0.53,1,0,10,0,0,37
2.0,6.1,2.4,1,6,1,7,5,0.48,6,3,7,0,1,37
4.2,7.3,8.3,1,8,2,6,4,0.85,6,3,10,1,1,54
2.4,6.8,9.3,0,6,0,18,1,0.24,2,3,4,0,0,32
1.0,8.2,5.1,1,4,4,12,1,0.54,7,2,6,0,1,50
5.2,5.4,4.1,0,2,1,21,2,0.19,8,2,1,0,2,74
4.4,4.3,5.2,1,3,4,20,4,0.3,1,0,5,0,0,84
5.9,4.5,6.2,1,2,0,8,5,0.46,5,1,5,0,0,56
1.4,4.9,8.5,0,9,3,4,2,0.73,7,3,5,0,1,32
1.4,4.5,8.9,1,6,5,11,1,0.8,8,4,4,0,2,55
0.5,5.0,9.0,1,3,1,4,2,0.38,6,5,10,0,1,5
5.3,6.7,8.0,0,5,3,0,1,0.33,2,4,3,0,0,51
1.4,5.1,6.1,0,4,1,29,2,0.38,6,2,4,0,1,56
2.9,6.1,2.3,1,5,2,17,2,0.83,7,0,6,0,1,72
5.3,8.8,2.0,0,5,1,14,5,0.35,1,3,2,0,0,72
4.7,5.5,1.4,1,5,0,28,1,0.84,1,1,6,0,0,93
4.4,8.9,4.5,1,9,3,26,2,0.93,9,3,3,0,1,100
1.6,6.9,5.5,1,2,2,5,5,0.1,10,2,5,0,1,23
2.5,8.4,3.6,0,7,3,6,3,0.72,3,4,5,1,0,54
5.4,6.3,9.3,1,9,5,28,5,0.23,5,2,9,0,0,100
2.9,8.9,9.5,0,2,1,26,3,0.69,5,5,3,1,0,63
0.5,8.5,6.5,1,1,4,24,5,0.82,10,1,2,0,1,67
1.1,7.7,6.6,1,1,3,9,3,0.31,10,3,1,0,1,33
1.2,8.5,5.4,1,1,2,10,4,0.76,2,3,4,1,0,41
2.1,7.9,6.6,0,4,1,22,5,0.85,1,3,10,1,0,59
2.6,6.2,9.1,0,9,1,11,3,0.42,4,0,7,0,0,33
5.4,8.6,1.0,1,4,4,18,5,0.48,3,1,4,0,0,100
3.1,8.3,5.4,1,2,3,6,3,0.44,2,2,1,0,0,49
2.4,5.8,4.2,0,10,3,21,5,0.37,7,5,4,0,1,67
5.2,5.7,2.6,0,10,4,27,2,0.66,1,1,1,0,0,100
3.0,6.1,6.6,1,1,3,3,1,0.57,6,3,9,0,1,44
0.0,7.9,1.2,1,9,2,26,1,0.23,5,1,3,0,0,53
2.6,5.1,1.1,1,7,3,16,1,0.21,4,3,5,0,0,64
5.6,9.0,6.6,0,6,1,19,1,0.78,5,1,10,1,0,81
1.3,7.2,7.4,0,2,2,24,5,0.75,6,3,4,1,1,58
5.1,4.1,1.7,0,3,2,5,5,0.42,1,3,7,0,0,65
1.7,8.8,3.5,0,9,2,15,5,0.61,5,1,7,1,0,53
0.1,7.6,1.5,1,5,2,8,3,0.3,9,1,7,0,1,27
0.3,8.4,5.7,1,10,2,29,5,0.54,7,4,4,0,1,57
1.6,5.5,6.6,1,5,3,18,3,0.46,10,3,5,0,2,53
5.8,7.2,4.7,0,6,4,10,5,0.71,7,0,9,0,1,90
5.9,8.8,8.2,0,1,4,21,3,0.43,10,5,8,0,1,94
1.9,6.1,6.9,1,1,2,14,1,0.41,2,0,2,0,0,42
2.6,4.6,4.3,0,10,5,18,2,0.74,2,5,3,0,0,84
5.9,4.1,3.9,0,6,4,10,4,0.23,3,5,4,0,0,83
3.9,5.5,3.6,1,2,3,3,4,0.86,5,1,5,0,0,63
3.8,7.4,9.4,0,7,2,4,1,0.56,8,5,2,0,1,40
6.0,5.7,3.5,0,3,5,15,4,0.62,5,1,1,0,0,100
1.7,4.4,1.9,1,3,2,16,3,0.26,2,5,8,0,0,51
1.9,5.6,3.7,0,8,3,0,3,0.6,10,2,5,0,2,37
4.7,5.9,5.5,1,3,2,7,3,0.16,3,1,8,0,0,52
3.6,6.3,4.5,1,7,2,1,3,0.61,5,1,2,1,0,45
4.1,4.8,9.4,1,10,3,15,3,0.88,7,3,1,0,1,72
1.4,6.3,4.1,1,10,5,27,5,0.65,1,0,6,1,0,86
0.4,7.3,4.7,1,6,1,28,4,0.62,3,5,6,1,0,54
2.0,8.5,3.2,0,3,5,30,2,0.6,1,1,4,0,0,96
5.7,8.8,3.4,1,8,4,5,4,0.33,7,2,4,0,1,76
2.5,6.2,8.4,0,8,5,20,2,0.18,6,5,5,0,1,66
5.3,7.1,6.1,0,7,3,27,2,0.4,9,0,5,0,1,96
0.2,4.7,9.3,0,2,0,29,2,0.44,3,0,5,0,0,35
5.2,5.5,5.3,1,6,3,11,3,0.15,9,1,5,0,2,68
5.0,7.1,6.0,1,9,4,15,4,0.3,8,2,6,0,1,80
5.0,4.4,2.4,1,4,0,22,5,0.4,5,3,5,0,0,76
